,UID,payment_date,amount,YEAR,MONTH,DAY
9222,44602080,2018-08-13 04:14:18,300,2017,6,13
9223,44602080,2018-08-14 03:59:05,500,2017,6,14
9224,44602080,2018-08-17 03:51:46,350,2017,6,17
9225,5632048,2018-08-26 00:44:23,300,2017,6,26
9226,5632048,2018-09-11 06:38:38,500,2017,7,12
9227,5632048,2018-10-02 06:32:11,500,2017,8,2
9228,5632048,2018-10-05 05:45:20,500,2017,8,5
9229,5632048,2018-10-14 23:34:56,300,2017,8,14
9230,5632048,2018-10-28 04:51:56,300,2017,8,28
9231,5632048,2019-10-31 15:21:25,150,2018,8,31
9232,5632048,2019-11-30 17:03:06,150,2018,9,30
9233,5632048,2019-08-30 18:15:55,150,2018,6,30
9235,5632048,2019-07-29 01:29:11,150,2018,5,29
9236,5632048,2019-07-29 05:21:05,300,2018,5,29
9237,5632048,2019-09-30 18:25:14,150,2018,7,31
9238,5632048,2019-05-19 23:28:50,300,2018,3,19
9239,5632048,2018-11-07 20:23:46,300,2017,9,7
9240,5632048,2018-10-29 02:26:04,300,2017,8,29
9241,5632048,2018-11-22 20:29:26,300,2017,9,22
9242,5632048,2018-11-25 14:02:51,300,2017,9,25
9243,5632048,2018-12-29 00:29:03,500,2017,10,29
9244,5632048,2019-01-21 20:14:01,300,2017,11,21
9245,5632048,2019-04-12 00:47:24,300,2018,2,10
9250,5816464,2018-09-24 05:53:46,300,2017,7,25
9262,5816464,2019-01-13 05:35:53,200,2017,11,13
9264,5816464,2018-06-30 02:04:51,515,2017,4,30
9266,5816464,2018-07-07 07:20:20,200,2017,5,7
9274,34340544,2019-09-20 05:36:47,300,2018,7,21
9278,34340544,2019-11-11 01:30:26,500,2018,9,11
9290,34340544,2019-01-25 01:01:54,500,2017,11,25
9291,34340544,2019-01-30 01:57:13,300,2017,11,30
9297,34340544,2018-12-24 04:43:30,500,2017,10,24
9298,34340544,2018-12-27 00:12:55,500,2017,10,27
9300,34340544,2018-03-31 00:32:26,50,2017,1,29
9301,34340544,2018-03-31 00:34:19,50,2017,1,29
9311,34340544,2018-03-27 03:45:39,500,2017,1,25
9314,34340544,2018-09-21 20:20:07,500,2017,7,22
9327,34567504,2019-10-08 04:47:34,500,2018,8,8
9338,42630400,2019-11-10 06:41:45,150,2018,9,10
9339,2014080,2018-08-03 21:52:09,300,2017,6,3
9340,2014080,2018-08-19 20:47:00,150,2017,6,19
9341,2014080,2018-10-03 20:01:09,150,2017,8,3
9343,2014080,2018-03-28 03:22:42,50,2017,1,26
9344,2014080,2018-03-28 16:12:45,500,2017,1,26
9363,2014080,2019-07-05 06:55:52,300,2018,5,5
9364,2014080,2019-07-05 08:36:32,400,2018,5,5
9368,2014080,2019-01-29 02:19:31,50,2017,11,29
9377,2014080,2019-01-06 09:31:48,450,2017,11,6
9380,2014080,2019-01-07 04:38:28,400,2017,11,7
9381,2014080,2019-04-17 00:39:28,25,2018,2,15
9390,2014080,2019-04-17 00:35:54,300,2018,2,15
9391,2014080,2019-04-17 00:37:08,300,2018,2,15
9392,2014080,2019-04-17 00:38:08,25,2018,2,15
9401,43748976,2018-07-31 06:17:04,300,2017,5,31
9402,43748976,2018-07-31 06:18:24,50,2017,5,31
9403,43748976,2018-07-31 06:19:14,150,2017,5,31
9415,43748976,2019-10-05 00:05:01,500,2018,8,5
9417,43748976,2019-10-06 04:39:34,500,2018,8,6
9418,43748976,2019-05-30 15:27:28,300,2018,3,30
9432,43748976,2018-06-26 09:18:03,150,2017,4,26
9447,43748976,2018-04-16 17:27:51,300,2017,2,14
9476,5816464,2018-11-25 02:50:58,200,2017,9,25
9479,5816464,2018-12-07 05:30:38,25,2017,10,7
9482,5875552,2018-03-31 05:40:28,600,2017,1,29
9484,5875552,2018-07-10 14:15:09,60,2017,5,10
9486,5875552,2018-12-25 14:41:51,500,2017,10,25
9488,5875552,2019-10-11 20:53:03,400,2018,8,11
9489,5875552,2019-10-11 20:53:50,300,2018,8,11
9490,5875552,2019-10-26 05:45:15,300,2018,8,26
9491,5875552,2019-10-26 05:45:54,400,2018,8,26
9494,5875552,2019-07-01 23:56:01,350,2018,5,1
9495,5875552,2019-07-01 23:57:03,350,2018,5,1
9496,5875552,2019-05-16 05:12:12,200,2018,3,16
9498,43497472,2018-03-14 00:06:02,500,2017,1,12
9520,43860240,2019-11-20 03:55:24,150,2018,9,20
9523,43879376,2019-02-23 01:24:29,200,2017,12,24
9532,44026704,2018-07-30 00:28:39,300,2017,5,30
9533,44026704,2018-09-06 22:21:17,500,2017,7,7
9534,44026704,2018-09-18 01:40:31,500,2017,7,19
9535,44026704,2018-09-30 00:01:58,500,2017,7,31
9542,44026704,2019-09-19 22:46:29,500,2018,7,20
9543,44026704,2019-10-12 22:12:57,500,2018,8,12
9546,44026704,2019-06-14 23:54:42,300,2018,4,14
9547,44026704,2019-06-14 23:56:52,300,2018,4,14
9552,44026704,2019-02-19 22:01:03,500,2017,12,20
9556,44026704,2018-06-19 21:24:06,500,2017,4,19
9557,44026704,2019-01-02 18:37:56,500,2017,11,2
9560,44026704,2019-02-07 06:12:19,150,2017,12,8
9561,44026704,2019-02-07 06:14:02,500,2017,12,8
9562,44026704,2018-11-28 05:32:56,300,2017,9,28
9564,44026704,2018-05-06 22:05:50,500,2017,3,6
9565,44026704,2018-05-08 22:53:01,400,2017,3,8
9567,44026704,2018-05-08 22:56:22,150,2017,3,8
9569,4165024,2018-08-10 07:25:00,300,2017,6,10
9570,4165024,2018-08-17 06:06:24,450,2017,6,17
9571,4165024,2018-09-20 05:33:50,500,2017,7,21
9572,4165024,2018-10-04 09:13:58,300,2017,8,4
9575,4165024,2019-09-04 02:07:14,300,2018,7,5
9581,4165024,2019-05-14 06:11:14,500,2018,3,14
9582,4165024,2018-03-14 06:56:53,300,2017,1,12
9584,4165024,2018-03-31 08:47:19,500,2017,1,29
9586,4165024,2018-12-26 03:53:39,300,2017,10,26
9589,16654704,2018-09-25 03:13:07,90,2017,7,26
9591,16654704,2018-10-20 11:03:49,90,2017,8,20
9592,16654704,2018-03-14 05:16:24,90,2017,1,12
9594,16654704,2019-10-15 09:14:53,50,2018,8,15
9595,16654704,2019-10-16 22:11:20,90,2018,8,16
9598,16654704,2018-07-15 03:31:19,90,2017,5,15
9600,16654704,2018-12-23 05:51:46,90,2017,10,23
9601,16654704,2019-10-15 08:41:53,300,2018,8,15
9602,16654704,2019-10-15 09:14:14,50,2018,8,15
9604,16654704,2018-04-16 04:58:51,90,2017,2,14
9606,16654704,2018-05-18 09:55:55,90,2017,3,18
9608,16654704,2018-07-02 05:48:58,90,2017,5,2
9617,7362208,2019-11-07 22:42:52,750,2018,9,7
9618,35739120,2018-09-16 04:48:35,500,2017,7,17
9624,35740192,2018-12-13 07:02:12,150,2017,10,13
9625,35740192,2019-10-06 06:11:57,50,2018,8,6
9626,35740192,2019-10-06 06:13:16,50,2018,8,6
9627,35740192,2019-10-06 06:14:30,50,2018,8,6
9628,34593760,2018-12-05 07:03:45,500,2017,10,5
9651,43529936,2019-09-23 23:37:04,50,2018,7,24
9652,43529936,2019-09-23 23:38:51,150,2018,7,24
9653,43529936,2019-10-22 02:43:57,500,2018,8,22
9654,43852048,2018-04-14 19:51:20,150,2017,2,12
9655,43852048,2018-04-14 19:54:21,350,2017,2,12
9657,43852048,2018-06-22 08:17:26,150,2017,4,22
9658,43852048,2018-06-22 08:18:07,150,2017,4,22
9659,43852048,2018-06-24 08:08:21,150,2017,4,24
9664,43748976,2018-10-04 02:48:56,500,2017,8,4
9665,43748976,2018-10-16 21:46:07,300,2017,8,16
9673,43940304,2018-04-24 22:34:47,300,2017,2,22
9675,43940304,2018-05-06 01:33:45,500,2017,3,6
9676,43940304,2018-05-08 04:22:49,500,2017,3,8
9678,43940304,2018-06-03 01:04:09,500,2017,4,3
9680,4134048,2019-05-10 06:22:20,300,2018,3,10
9681,4134048,2019-05-10 06:22:20,300,2018,3,10
9682,4134048,2019-04-11 10:44:19,150,2018,2,9
9683,4134048,2019-01-03 11:36:36,500,2017,11,3
9684,4134048,2018-12-17 03:36:54,500,2017,10,17
9685,4134048,2019-11-15 09:55:54,150,2018,9,15
9686,4134048,2019-03-17 08:06:26,300,2018,1,15
9687,4134048,2019-09-07 08:56:21,50,2018,7,8
9689,4134048,2019-10-09 01:56:53,50,2018,8,9
9690,20586208,2019-06-14 20:25:52,200,2018,4,14
9693,20586208,2019-07-04 05:52:01,60,2018,5,4
9695,20586208,2019-08-06 06:45:05,200,2018,6,6
9696,20586208,2019-10-19 22:31:54,200,2018,8,19
9701,20586208,2019-09-13 02:32:47,200,2018,7,14
9703,37324080,2018-05-24 08:14:33,300,2017,3,24
9704,37324080,2019-04-23 08:08:48,300,2018,2,21
9705,37324080,2019-09-22 08:31:59,300,2018,7,23
9706,37324080,2019-10-22 08:57:28,300,2018,8,22
9707,37324080,2018-12-22 08:19:30,300,2017,10,22
9708,37324080,2019-03-23 08:48:18,300,2018,1,21
9709,37324080,2018-07-23 21:47:14,300,2017,5,23
9710,37324080,2019-11-21 08:12:18,300,2018,9,21
9711,37324080,2019-08-23 08:29:38,300,2018,6,23
9712,37324080,2019-07-23 08:27:01,300,2018,5,23
9713,37324080,2018-06-23 08:38:16,300,2017,4,23
9714,37324080,2018-11-22 00:05:39,300,2017,9,22
9715,37324080,2019-02-21 08:05:35,300,2017,12,22
9716,37324080,2019-01-21 08:19:07,300,2017,11,21
9717,37324080,2019-05-24 09:12:24,300,2018,3,24
9718,37324080,2019-06-23 08:34:57,300,2018,4,23
9719,44477904,2018-04-17 08:59:12,500,2017,2,15
9721,44477904,2019-06-11 09:47:06,500,2018,4,11
9723,44477904,2019-05-18 22:20:54,500,2018,3,18
9725,44477904,2019-08-23 07:27:46,500,2018,6,23
9726,16156512,2018-03-29 03:09:57,500,2017,1,27
9733,16156512,2019-09-10 20:22:41,300,2018,7,11
9734,16156512,2019-09-10 21:19:37,500,2018,7,11
9735,16156512,2019-09-11 23:52:20,400,2018,7,12
9748,16524544,2018-06-22 09:10:05,150,2017,4,22
9749,16524544,2018-06-25 15:14:24,150,2017,4,25
9793,2776496,2018-12-06 06:50:19,500,2017,10,6
9810,26956224,2019-02-25 04:53:15,500,2017,12,26
9815,26956224,2019-01-02 05:27:40,500,2017,11,2
9828,36324000,2019-05-14 22:38:07,300,2018,3,14
9831,36324000,2019-09-21 03:03:13,150,2018,7,22
9832,36324000,2019-04-27 18:23:51,400,2018,2,25
9837,36324000,2019-04-30 15:34:20,150,2018,2,28
9839,36324000,2019-10-03 06:19:36,150,2018,8,3
9853,2014080,2019-01-24 13:03:50,50,2017,11,24
9854,2014080,2019-01-24 13:04:56,50,2017,11,24
9855,2014080,2019-05-14 20:40:22,500,2018,3,14
9861,2014080,2019-01-23 10:41:49,450,2017,11,23
9862,2014080,2019-01-23 10:42:42,300,2017,11,23
9887,2014080,2019-03-03 07:13:06,300,2018,1,1
9893,2014080,2018-04-27 02:57:52,400,2017,2,25
9894,2014080,2018-05-19 15:32:59,450,2017,3,19
9895,2014080,2018-07-06 15:15:53,450,2017,5,6
9896,2014080,2018-12-04 06:26:29,500,2017,10,4
9899,2014080,2018-11-21 16:39:07,150,2017,9,21
9900,2014080,2018-11-21 16:39:39,150,2017,9,21
9901,2014080,2018-11-21 16:40:09,150,2017,9,21
9902,2014080,2018-11-21 16:41:26,150,2017,9,21
9903,2014080,2018-11-21 16:42:05,50,2017,9,21
9905,2014080,2018-10-30 23:04:48,150,2017,8,30
9906,2014080,2018-11-21 16:34:53,150,2017,9,21
9908,2014080,2018-11-21 16:36:41,50,2017,9,21
9909,2014080,2018-11-21 16:37:22,50,2017,9,21
9910,2014080,2018-11-21 16:37:57,50,2017,9,21
9912,2438848,2018-06-22 05:57:26,150,2017,4,22
9915,1963872,2018-08-24 04:19:30,500,2017,6,24
9916,1963872,2018-10-12 07:29:21,300,2017,8,12
9917,1963872,2018-11-10 22:11:00,150,2017,9,10
9918,1963872,2018-05-28 02:10:43,150,2017,3,28
9922,1963872,2019-10-11 10:51:11,500,2018,8,11
9923,1963872,2019-10-11 10:52:25,500,2018,8,11
9924,1963872,2019-10-11 10:54:01,500,2018,8,11
9925,1963872,2019-10-11 10:55:51,500,2018,8,11
9927,1963872,2019-06-14 07:24:03,300,2018,4,14
9929,1963872,2019-09-28 07:16:52,300,2018,7,29
9930,1963872,2018-11-10 22:11:00,150,2017,9,10
9932,1963872,2019-05-09 08:09:29,300,2018,3,9
9933,1963872,2019-05-09 08:09:29,300,2018,3,9
9935,1963872,2019-01-29 11:16:43,500,2017,11,29
9937,1963872,2019-07-14 11:10:09,300,2018,5,14
9938,7349600,2019-10-04 00:31:35,300,2018,8,4
9939,12040880,2019-10-10 23:44:55,300,2018,8,10
9940,35636544,2018-10-06 03:17:24,500,2017,8,6
9941,35636544,2018-07-06 02:48:16,500,2017,5,6
9942,35636544,2018-07-06 02:48:46,500,2017,5,6
9943,35636544,2018-07-06 02:49:16,500,2017,5,6
9945,35636544,2018-03-16 09:18:39,500,2017,1,14
9946,35636544,2019-02-20 02:38:06,500,2017,12,21
9947,35636544,2019-02-20 02:38:33,500,2017,12,21
9948,35636544,2019-10-15 04:27:19,500,2018,8,15
9949,35636544,2019-10-15 04:29:03,500,2018,8,15
9950,35636544,2019-10-15 05:48:21,500,2018,8,15
9951,35636544,2019-10-15 05:48:49,500,2018,8,15
9954,45252833,2018-12-12 08:27:21,500,2017,10,12
9956,45252833,2019-01-04 00:16:46,200,2017,11,4
9957,45252833,2019-01-04 00:24:39,90,2017,11,4
9973,44043872,2018-10-28 09:09:56,150,2017,8,28
9974,44043872,2018-11-04 05:07:23,50,2017,9,4
9975,44043872,2018-11-11 03:37:36,50,2017,9,11
9976,44043872,2018-11-18 05:01:53,50,2017,9,18
9977,44043872,2018-11-25 10:06:37,50,2017,9,25
9978,44043872,2019-09-12 23:41:14,50,2018,7,13
9979,44043872,2019-10-10 09:29:42,350,2018,8,10
9980,44043872,2019-10-18 01:57:28,150,2018,8,18
9981,44043872,2019-04-23 21:05:15,150,2018,2,21
9982,44043872,2019-04-23 21:06:01,50,2018,2,21
9983,44043872,2019-04-26 03:33:12,300,2018,2,24
9984,44043872,2019-09-19 05:03:58,300,2018,7,20
9985,44043872,2019-09-03 07:27:24,150,2018,7,4
9986,44043872,2019-09-12 23:40:31,50,2018,7,13
9987,44043872,2018-11-11 03:37:36,50,2017,9,11
9988,44043872,2019-11-29 17:38:58,350,2018,9,29
9989,44043872,2019-07-23 03:42:14,50,2018,5,23
9990,44043872,2019-07-23 03:42:50,150,2018,5,23
9991,44043872,2019-02-01 09:12:53,150,2017,12,2
9992,44043872,2019-08-18 09:46:15,300,2018,6,18
9993,44043872,2019-06-14 06:10:45,350,2018,4,14
9994,44043872,2019-07-11 04:19:11,150,2018,5,11
9995,44043872,2018-11-07 03:40:49,50,2017,9,7
9996,44043872,2018-11-07 03:40:19,50,2017,9,7
9997,44043872,2018-11-07 03:29:44,50,2017,9,7
9998,44043872,2018-11-07 03:28:34,50,2017,9,7
9999,44043872,2019-02-12 20:01:01,300,2017,12,13
10000,44043872,2019-02-15 03:53:23,50,2017,12,16
10001,44043872,2019-02-15 04:48:26,150,2017,12,16
10002,44043872,2019-02-16 07:56:04,350,2017,12,17
10003,44043872,2019-02-18 09:27:15,50,2017,12,19
10004,44043872,2019-02-19 09:00:52,300,2017,12,20
10005,44043872,2019-03-09 07:38:04,300,2018,1,7
10006,44043872,2019-05-10 00:45:03,150,2018,3,10
10007,44043872,2019-05-10 00:45:03,150,2018,3,10
10008,44043872,2019-05-11 19:01:26,300,2018,3,11
10009,44043872,2019-04-14 01:51:09,350,2018,2,12
10010,44043872,2019-03-31 06:09:55,300,2018,1,29
10013,44043872,2018-12-09 17:49:43,500,2017,10,9
10014,44043872,2018-12-03 05:56:11,50,2017,10,3
10015,44043872,2019-02-23 18:26:35,300,2017,12,24
10016,44043872,2019-03-09 07:37:23,350,2018,1,7
10018,44077680,2019-06-24 02:50:01,500,2018,4,24
10019,44077680,2019-06-24 04:10:27,500,2018,4,24
10020,44077680,2019-07-04 05:30:34,500,2018,5,4
10022,44077680,2019-07-15 20:48:32,500,2018,5,15
10028,35923584,2018-07-31 08:14:18,500,2017,5,31
10029,35923584,2018-09-20 08:13:58,500,2017,7,21
10030,35923584,2019-02-25 10:50:02,500,2017,12,26
10031,35923584,2019-04-12 08:00:43,500,2018,2,10
10032,35923584,2019-06-06 07:35:13,750,2018,4,6
10033,35923584,2019-01-08 08:29:29,500,2017,11,8
10034,35923584,2019-07-06 03:45:05,500,2018,5,6
10035,35923584,2019-11-03 21:10:01,500,2018,9,3
10036,35923584,2019-11-21 00:29:38,500,2018,9,21
10037,35923584,2019-07-26 10:07:32,500,2018,5,26
10038,35923584,2019-09-13 07:41:40,500,2018,7,14
10045,45269876,2018-06-24 06:53:21,50,2017,4,24
10047,37953040,2018-10-26 20:50:05,300,2017,8,26
10048,37953040,2018-11-14 01:54:08,300,2017,9,14
10049,37953040,2018-12-09 18:48:10,500,2017,10,9
10050,37953040,2018-12-11 05:16:02,450,2017,10,11
10051,37953040,2019-04-18 18:54:54,500,2018,2,16
10052,37953040,2019-05-07 04:09:20,150,2018,3,7
10053,37953040,2019-07-10 06:57:13,150,2018,5,10
10054,37953040,2019-05-11 04:24:26,450,2018,3,11
10055,37953040,2019-07-30 00:47:56,300,2018,5,30
10056,37953040,2019-11-16 07:16:56,500,2018,9,16
10057,37953040,2019-09-07 05:58:35,300,2018,7,8
10058,37953040,2019-05-11 04:24:26,450,2018,3,11
10059,37953040,2019-05-07 04:09:20,150,2018,3,7
10061,37953040,2019-03-16 23:29:05,300,2018,1,14
10062,37953040,2019-06-16 01:06:45,150,2018,4,16
10063,37953040,2019-03-23 08:53:27,500,2018,1,21
10065,37979824,2019-10-20 23:32:45,150,2018,8,20
10087,6122384,2018-04-09 07:36:41,500,2017,2,7
10094,6122384,2018-03-28 07:37:27,500,2017,1,26
10097,7593520,2019-11-24 11:53:06,50,2018,9,24
10098,7593520,2019-11-29 09:32:34,50,2018,9,29
10100,35744864,2019-03-27 04:01:34,500,2018,1,25
10103,35744864,2018-12-17 05:05:11,500,2017,10,17
10105,35744864,2019-09-30 23:43:45,900,2018,7,31
10106,35744864,2019-09-30 23:51:20,60,2018,7,31
10108,35744864,2019-09-30 23:56:35,50,2018,7,31
10111,33458144,2018-07-25 04:15:22,50,2017,5,25
10113,33458144,2018-07-27 19:44:36,500,2017,5,27
10118,33458144,2018-07-18 03:51:28,300,2017,5,18
10123,33458144,2019-09-18 02:47:26,500,2018,7,19
10133,33458144,2019-07-05 21:47:51,500,2018,5,5
10134,33458144,2019-07-05 22:04:41,150,2018,5,5
10154,33458144,2018-07-06 01:53:42,350,2017,5,6
10161,33458144,2018-06-06 22:12:18,500,2017,4,6
10162,33458144,2018-06-23 02:15:07,150,2017,4,23
10163,33458144,2018-06-26 07:32:20,150,2017,4,26
10167,33458144,2018-05-17 02:19:54,500,2017,3,17
10179,33458144,2018-04-05 06:17:03,500,2017,2,3
10195,33458144,2018-12-07 23:49:22,500,2017,10,7
10201,33458144,2018-03-25 02:24:06,300,2017,1,23
10203,33458144,2018-03-11 13:34:04,150,2017,1,9
10205,33458144,2018-03-14 13:47:33,500,2017,1,12
10215,33458144,2018-10-13 00:46:52,500,2017,8,13
10216,33458144,2018-10-14 01:58:07,500,2017,8,14
10217,33458144,2018-10-15 02:26:10,500,2017,8,15
10223,33458144,2018-10-06 04:55:29,300,2017,8,6
10227,33458144,2018-09-04 04:01:34,500,2017,7,5
10228,33458144,2018-09-06 06:50:33,300,2017,7,7
10238,16524544,2018-06-26 09:03:55,150,2017,4,26
10249,33530528,2019-01-22 07:09:38,150,2017,11,22
10251,33551872,2018-08-17 02:26:58,300,2017,6,17
10252,33551872,2018-09-19 04:54:27,500,2017,7,20
10253,33551872,2018-03-06 05:54:09,300,2017,1,4
10254,33551872,2018-03-20 00:41:34,500,2017,1,18
10255,33551872,2018-05-07 23:21:34,150,2017,3,7
10256,33551872,2018-06-14 02:58:12,300,2017,4,14
10257,33551872,2019-11-07 17:34:53,150,2018,9,7
10259,33551872,2019-01-28 00:58:03,150,2017,11,28
10260,33551872,2019-10-04 07:07:52,300,2018,8,4
10261,33551872,2018-12-02 22:17:36,300,2017,10,2
10262,33551872,2019-04-10 00:46:52,500,2018,2,8
10263,33551872,2019-02-20 01:11:43,500,2017,12,21
10264,33551872,2019-01-06 03:11:05,300,2017,11,6
10265,33551872,2018-11-07 01:15:48,300,2017,9,7
10266,33551872,2018-07-16 00:44:15,300,2017,5,16
10269,45289945,2018-08-06 02:34:16,350,2017,6,6
10270,45289945,2018-10-08 04:16:59,500,2017,8,8
10271,45289945,2018-03-28 05:01:41,500,2017,1,26
10272,45289945,2018-04-02 21:54:47,500,2017,1,31
10273,45289945,2018-04-13 06:31:27,500,2017,2,11
10274,45289945,2019-06-05 21:50:14,500,2018,4,5
10275,45289945,2019-06-05 21:51:04,500,2018,4,5
10276,45289945,2019-06-26 04:13:23,450,2018,4,26
10277,45289945,2019-06-26 04:15:08,450,2018,4,26
10278,45289945,2019-11-04 04:01:21,300,2018,9,4
10279,45289945,2019-08-28 04:28:57,500,2018,6,28
10280,45289945,2019-10-14 04:22:25,300,2018,8,14
10281,45321347,2018-09-10 03:33:44,50,2017,7,11
10282,45321347,2018-09-16 04:06:30,150,2017,7,17
10283,45321347,2018-09-27 04:03:54,50,2017,7,28
10284,45321347,2018-10-30 08:16:52,50,2017,8,30
10285,45321347,2018-10-30 08:18:13,50,2017,8,30
10286,45321347,2019-10-17 23:35:01,300,2018,8,17
10287,45323460,2018-07-26 21:19:57,500,2017,5,26
10288,45323460,2018-03-23 19:29:54,500,2017,1,21
10291,45323460,2018-06-04 02:44:10,500,2017,4,4
10294,45323460,2019-11-04 17:43:51,500,2018,9,4
10302,9516960,2019-11-24 19:20:09,400,2018,9,24
10303,9516960,2019-11-24 19:34:59,150,2018,9,24
10304,9516960,2019-08-25 08:36:50,300,2018,6,25
10305,9516960,2019-09-18 04:09:31,50,2018,7,19
10306,9516960,2019-09-12 09:02:34,400,2018,7,13
10307,9516960,2019-10-12 09:01:48,500,2018,8,12
10311,36162960,2019-03-07 05:53:57,750,2018,1,5
10319,36162960,2018-12-05 04:39:36,500,2017,10,5
10328,36162960,2018-10-20 03:06:41,500,2017,8,20
10329,34104768,2019-07-03 23:04:34,150,2018,5,3
10330,34104768,2019-03-23 04:43:07,150,2018,1,21
10331,34104768,2019-05-20 04:28:07,150,2018,3,20
10332,34104768,2019-09-25 23:06:33,150,2018,7,26
10333,34104768,2019-02-01 05:35:21,150,2017,12,2
10334,34104768,2019-04-19 19:25:10,150,2018,2,17
10335,34104768,2019-09-03 22:26:14,150,2018,7,4
10336,34104768,2019-09-21 17:45:45,300,2018,7,22
10337,34104768,2019-10-09 00:03:29,150,2018,8,9
10338,34104768,2019-07-24 17:28:07,150,2018,5,24
10339,34338096,2018-08-16 23:29:10,150,2017,6,16
10340,34338096,2018-08-19 01:40:31,50,2017,6,19
10341,34338096,2018-09-16 22:23:16,50,2017,7,17
10342,34338096,2018-09-23 21:00:30,50,2017,7,24
10343,34338096,2018-10-03 00:34:52,50,2017,8,3
10344,34338096,2018-10-18 15:50:19,50,2017,8,18
10345,34338096,2019-04-28 00:16:16,90,2018,2,26
10346,34338096,2019-04-28 00:17:38,50,2018,2,26
10347,34338096,2019-09-06 00:20:24,90,2018,7,7
10348,34338096,2019-10-14 16:12:19,50,2018,8,14
10349,34338096,2019-03-08 00:34:22,50,2018,1,6
10350,34338096,2019-02-20 00:43:35,90,2017,12,21
10351,34338096,2018-12-19 20:11:44,50,2017,10,19
10352,34338096,2019-01-29 00:04:20,90,2017,11,29
10353,34338096,2019-08-23 05:56:05,90,2018,6,23
10354,34338096,2019-08-23 05:56:59,90,2018,6,23
10355,34338096,2019-02-27 00:08:08,90,2017,12,28
10356,34338096,2018-12-31 00:33:55,150,2017,10,31
10357,34338096,2019-01-19 21:57:47,50,2017,11,19
10358,34338096,2019-03-31 22:59:41,90,2018,1,29
10359,34338096,2019-04-05 00:38:01,90,2018,2,3
10360,34338096,2019-04-05 00:38:56,50,2018,2,3
10361,34338096,2018-05-12 05:40:00,150,2017,3,12
10362,34338096,2018-05-31 04:13:44,150,2017,3,31
10363,34338096,2018-06-16 05:51:42,50,2017,4,16
10364,34338096,2018-06-30 06:17:43,50,2017,4,30
10365,34338096,2018-12-02 05:23:18,50,2017,10,2
10366,34338096,2019-02-27 00:07:11,50,2017,12,28
10367,34338096,2018-10-18 15:51:19,50,2017,8,18
10368,34338096,2018-11-05 22:18:28,150,2017,9,5
10369,34338096,2018-03-24 06:39:57,150,2017,1,22
10370,34338096,2018-03-27 23:28:15,150,2017,1,25
10371,34338096,2018-12-06 23:09:31,50,2017,10,6
10372,34338096,2018-04-27 06:00:17,150,2017,2,25
10377,28798240,2018-04-04 07:39:29,150,2017,2,2
10378,28798240,2018-04-04 07:39:59,450,2017,2,2
10390,28798240,2019-01-03 22:59:42,150,2017,11,3
10392,42065344,2018-07-26 23:40:45,300,2017,5,26
10393,42065344,2018-08-06 04:39:53,300,2017,6,6
10394,42065344,2018-08-10 10:47:09,150,2017,6,10
10395,42065344,2018-08-23 20:02:36,350,2017,6,23
10396,42065344,2018-09-06 23:13:42,300,2017,7,7
10397,42065344,2018-10-14 08:00:47,150,2017,8,14
10398,42065344,2019-07-14 09:30:38,150,2018,5,14
10399,42065344,2018-11-05 07:26:32,300,2017,9,5
10400,42065344,2019-11-15 02:05:19,150,2018,9,15
10401,45253663,2019-11-28 18:54:56,50,2018,9,28
10402,45259311,2018-10-02 09:04:39,300,2017,8,2
10405,45259311,2019-01-04 06:20:12,200,2017,11,4
10411,45259311,2019-01-04 06:31:49,90,2017,11,4
10428,45271818,2018-07-20 02:05:05,300,2017,5,20
10438,45271818,2018-07-15 06:04:06,600,2017,5,15
10459,14871424,2018-08-02 06:47:57,500,2017,6,2
10460,14871424,2018-08-07 02:56:30,500,2017,6,7
10461,14871424,2018-08-10 03:19:49,300,2017,6,10
10462,14871424,2018-08-27 03:00:59,500,2017,6,27
10463,14871424,2018-08-31 19:38:48,500,2017,7,1
10464,14871424,2019-04-20 19:23:21,500,2018,2,18
10465,14871424,2019-10-11 03:54:41,300,2018,8,11
10467,14871424,2018-07-11 01:55:46,500,2017,5,11
10468,14871424,2019-11-18 01:44:35,500,2018,9,18
10469,14871424,2019-08-25 01:51:46,500,2018,6,25
10472,14871424,2019-03-21 05:24:05,500,2018,1,19
10477,14871424,2019-01-17 04:22:52,500,2017,11,17
