,UID,payment_date,amount,YEAR,MONTH,DAY,item,num
10179,33458144,2018-04-05 06:17:03,500,2017,2,3,4,20.0
10195,33458144,2018-12-07 23:49:22,500,2017,10,7,4,20.0
10201,33458144,2018-03-25 02:24:06,300,2017,1,23,1,12.0
10203,33458144,2018-03-11 13:34:04,150,2017,1,9,6,6.0
10205,33458144,2018-03-14 13:47:33,500,2017,1,12,2,20.0
10215,33458144,2018-10-13 00:46:52,500,2017,8,13,1,20.0
10216,33458144,2018-10-14 01:58:07,500,2017,8,14,3,20.0
10217,33458144,2018-10-15 02:26:10,500,2017,8,15,4,20.0
10223,33458144,2018-10-06 04:55:29,300,2017,8,6,1,12.0
10227,33458144,2018-09-04 04:01:34,500,2017,7,5,4,20.0
10228,33458144,2018-09-06 06:50:33,300,2017,7,7,2,12.0
10238,16524544,2018-06-26 09:03:55,150,2017,4,26,4,6.0
10249,33530528,2019-01-22 07:09:38,150,2017,11,22,5,6.0
10251,33551872,2018-08-17 02:26:58,300,2017,6,17,3,12.0
10252,33551872,2018-09-19 04:54:27,500,2017,7,20,2,20.0
10253,33551872,2018-03-06 05:54:09,300,2017,1,4,4,12.0
10254,33551872,2018-03-20 00:41:34,500,2017,1,18,6,20.0
10255,33551872,2018-05-07 23:21:34,150,2017,3,7,4,6.0
10256,33551872,2018-06-14 02:58:12,300,2017,4,14,3,12.0
10257,33551872,2019-11-07 17:34:53,150,2018,9,7,2,6.0
10259,33551872,2019-01-28 00:58:03,150,2017,11,28,5,6.0
10260,33551872,2019-10-04 07:07:52,300,2018,8,4,6,12.0
10261,33551872,2018-12-02 22:17:36,300,2017,10,2,1,12.0
10262,33551872,2019-04-10 00:46:52,500,2018,2,8,6,20.0
10263,33551872,2019-02-20 01:11:43,500,2017,12,21,5,20.0
10264,33551872,2019-01-06 03:11:05,300,2017,11,6,3,12.0
10265,33551872,2018-11-07 01:15:48,300,2017,9,7,2,12.0
10266,33551872,2018-07-16 00:44:15,300,2017,5,16,4,12.0
10269,45289945,2018-08-06 02:34:16,350,2017,6,6,3,14.0
10270,45289945,2018-10-08 04:16:59,500,2017,8,8,1,20.0
10271,45289945,2018-03-28 05:01:41,500,2017,1,26,4,20.0
10272,45289945,2018-04-02 21:54:47,500,2017,1,31,3,20.0
10273,45289945,2018-04-13 06:31:27,500,2017,2,11,1,20.0
10274,45289945,2019-06-05 21:50:14,500,2018,4,5,2,20.0
10275,45289945,2019-06-05 21:51:04,500,2018,4,5,3,20.0
10276,45289945,2019-06-26 04:13:23,450,2018,4,26,5,18.0
10277,45289945,2019-06-26 04:15:08,450,2018,4,26,4,18.0
10278,45289945,2019-11-04 04:01:21,300,2018,9,4,4,12.0
10279,45289945,2019-08-28 04:28:57,500,2018,6,28,5,20.0
10280,45289945,2019-10-14 04:22:25,300,2018,8,14,2,12.0
10281,45321347,2018-09-10 03:33:44,50,2017,7,11,1,2.0
10282,45321347,2018-09-16 04:06:30,150,2017,7,17,5,6.0
10283,45321347,2018-09-27 04:03:54,50,2017,7,28,3,2.0
10284,45321347,2018-10-30 08:16:52,50,2017,8,30,6,2.0
10285,45321347,2018-10-30 08:18:13,50,2017,8,30,5,2.0
10286,45321347,2019-10-17 23:35:01,300,2018,8,17,3,12.0
10287,45323460,2018-07-26 21:19:57,500,2017,5,26,5,20.0
10288,45323460,2018-03-23 19:29:54,500,2017,1,21,6,20.0
10291,45323460,2018-06-04 02:44:10,500,2017,4,4,5,20.0
10294,45323460,2019-11-04 17:43:51,500,2018,9,4,6,20.0
10302,9516960,2019-11-24 19:20:09,400,2018,9,24,3,16.0
10303,9516960,2019-11-24 19:34:59,150,2018,9,24,1,6.0
10304,9516960,2019-08-25 08:36:50,300,2018,6,25,1,12.0
10305,9516960,2019-09-18 04:09:31,50,2018,7,19,5,2.0
10306,9516960,2019-09-12 09:02:34,400,2018,7,13,2,16.0
10307,9516960,2019-10-12 09:01:48,500,2018,8,12,5,20.0
10311,36162960,2019-03-07 05:53:57,750,2018,1,5,4,30.0
10319,36162960,2018-12-05 04:39:36,500,2017,10,5,5,20.0
10328,36162960,2018-10-20 03:06:41,500,2017,8,20,2,20.0
10329,34104768,2019-07-03 23:04:34,150,2018,5,3,6,6.0
10330,34104768,2019-03-23 04:43:07,150,2018,1,21,5,6.0
10331,34104768,2019-05-20 04:28:07,150,2018,3,20,4,6.0
10332,34104768,2019-09-25 23:06:33,150,2018,7,26,4,6.0
10333,34104768,2019-02-01 05:35:21,150,2017,12,2,3,6.0
10334,34104768,2019-04-19 19:25:10,150,2018,2,17,1,6.0
10335,34104768,2019-09-03 22:26:14,150,2018,7,4,1,6.0
10336,34104768,2019-09-21 17:45:45,300,2018,7,22,5,12.0
10337,34104768,2019-10-09 00:03:29,150,2018,8,9,4,6.0
10338,34104768,2019-07-24 17:28:07,150,2018,5,24,1,6.0
10339,34338096,2018-08-16 23:29:10,150,2017,6,16,4,6.0
10340,34338096,2018-08-19 01:40:31,50,2017,6,19,6,2.0
10341,34338096,2018-09-16 22:23:16,50,2017,7,17,4,2.0
10342,34338096,2018-09-23 21:00:30,50,2017,7,24,5,2.0
10343,34338096,2018-10-03 00:34:52,50,2017,8,3,6,2.0
10344,34338096,2018-10-18 15:50:19,50,2017,8,18,6,2.0
10345,34338096,2019-04-28 00:16:16,90,2018,2,26,4,3.6
10346,34338096,2019-04-28 00:17:38,50,2018,2,26,3,2.0
10347,34338096,2019-09-06 00:20:24,90,2018,7,7,2,3.6
10348,34338096,2019-10-14 16:12:19,50,2018,8,14,3,2.0
10349,34338096,2019-03-08 00:34:22,50,2018,1,6,6,2.0
10350,34338096,2019-02-20 00:43:35,90,2017,12,21,3,3.6
10351,34338096,2018-12-19 20:11:44,50,2017,10,19,2,2.0
10352,34338096,2019-01-29 00:04:20,90,2017,11,29,5,3.6
10353,34338096,2019-08-23 05:56:05,90,2018,6,23,5,3.6
10354,34338096,2019-08-23 05:56:59,90,2018,6,23,6,3.6
10355,34338096,2019-02-27 00:08:08,90,2017,12,28,1,3.6
10356,34338096,2018-12-31 00:33:55,150,2017,10,31,2,6.0
10357,34338096,2019-01-19 21:57:47,50,2017,11,19,6,2.0
10358,34338096,2019-03-31 22:59:41,90,2018,1,29,5,3.6
10359,34338096,2019-04-05 00:38:01,90,2018,2,3,4,3.6
10360,34338096,2019-04-05 00:38:56,50,2018,2,3,6,2.0
10361,34338096,2018-05-12 05:40:00,150,2017,3,12,1,6.0
10362,34338096,2018-05-31 04:13:44,150,2017,3,31,3,6.0
10363,34338096,2018-06-16 05:51:42,50,2017,4,16,1,2.0
10364,34338096,2018-06-30 06:17:43,50,2017,4,30,5,2.0
10365,34338096,2018-12-02 05:23:18,50,2017,10,2,4,2.0
10366,34338096,2019-02-27 00:07:11,50,2017,12,28,2,2.0
10367,34338096,2018-10-18 15:51:19,50,2017,8,18,3,2.0
10368,34338096,2018-11-05 22:18:28,150,2017,9,5,6,6.0
10369,34338096,2018-03-24 06:39:57,150,2017,1,22,1,6.0
10370,34338096,2018-03-27 23:28:15,150,2017,1,25,5,6.0
10371,34338096,2018-12-06 23:09:31,50,2017,10,6,3,2.0
10372,34338096,2018-04-27 06:00:17,150,2017,2,25,3,6.0
10377,28798240,2018-04-04 07:39:29,150,2017,2,2,4,6.0
10378,28798240,2018-04-04 07:39:59,450,2017,2,2,1,18.0
10390,28798240,2019-01-03 22:59:42,150,2017,11,3,2,6.0
10392,42065344,2018-07-26 23:40:45,300,2017,5,26,5,12.0
10393,42065344,2018-08-06 04:39:53,300,2017,6,6,4,12.0
10394,42065344,2018-08-10 10:47:09,150,2017,6,10,2,6.0
10395,42065344,2018-08-23 20:02:36,350,2017,6,23,1,14.0
10396,42065344,2018-09-06 23:13:42,300,2017,7,7,3,12.0
10397,42065344,2018-10-14 08:00:47,150,2017,8,14,1,6.0
10398,42065344,2019-07-14 09:30:38,150,2018,5,14,6,6.0
10399,42065344,2018-11-05 07:26:32,300,2017,9,5,1,12.0
10400,42065344,2019-11-15 02:05:19,150,2018,9,15,5,6.0
10401,45253663,2019-11-28 18:54:56,50,2018,9,28,1,2.0
10402,45259311,2018-10-02 09:04:39,300,2017,8,2,6,12.0
10405,45259311,2019-01-04 06:20:12,200,2017,11,4,4,8.0
10411,45259311,2019-01-04 06:31:49,90,2017,11,4,6,3.6
10428,45271818,2018-07-20 02:05:05,300,2017,5,20,1,12.0
10438,45271818,2018-07-15 06:04:06,600,2017,5,15,4,24.0
10459,14871424,2018-08-02 06:47:57,500,2017,6,2,6,20.0
10460,14871424,2018-08-07 02:56:30,500,2017,6,7,5,20.0
10461,14871424,2018-08-10 03:19:49,300,2017,6,10,5,12.0
10462,14871424,2018-08-27 03:00:59,500,2017,6,27,3,20.0
10463,14871424,2018-08-31 19:38:48,500,2017,7,1,1,20.0
10464,14871424,2019-04-20 19:23:21,500,2018,2,18,3,20.0
10465,14871424,2019-10-11 03:54:41,300,2018,8,11,1,12.0
10467,14871424,2018-07-11 01:55:46,500,2017,5,11,2,20.0
10468,14871424,2019-11-18 01:44:35,500,2018,9,18,3,20.0
10469,14871424,2019-08-25 01:51:46,500,2018,6,25,5,20.0
10472,14871424,2019-03-21 05:24:05,500,2018,1,19,2,20.0
10477,14871424,2019-01-17 04:22:52,500,2017,11,17,1,20.0
10478,14871424,2019-01-18 20:24:50,500,2017,11,18,5,20.0
10479,14871424,2019-05-04 04:24:45,500,2018,3,4,2,20.0
10480,14871424,2019-02-10 05:03:45,500,2017,12,11,6,20.0
10481,14871424,2019-02-21 03:10:27,500,2017,12,22,5,20.0
10482,14871424,2019-01-03 07:34:48,500,2017,11,3,4,20.0
10483,14871424,2018-07-07 04:30:44,300,2017,5,7,3,12.0
10486,14871424,2019-02-26 04:44:53,500,2017,12,27,5,20.0
10487,14871424,2019-03-03 02:03:10,500,2018,1,1,6,20.0
10488,14871424,2019-03-11 04:56:15,500,2018,1,9,2,20.0
10489,14871424,2018-05-07 02:17:15,500,2017,3,7,3,20.0
10490,14871424,2018-05-08 01:46:58,300,2017,3,8,6,12.0
10492,14871424,2018-06-10 02:45:35,300,2017,4,10,2,12.0
10494,14871424,2018-07-03 07:04:54,500,2017,5,3,4,20.0
10495,14871424,2018-03-12 03:59:18,350,2017,1,10,6,14.0
10499,14871424,2018-12-21 06:36:19,500,2017,10,21,6,20.0
10500,14871424,2018-04-10 02:29:47,500,2017,2,8,3,20.0
10501,14871424,2018-10-02 02:17:57,500,2017,8,2,5,20.0
10503,14871424,2018-10-14 01:50:36,500,2017,8,14,4,20.0
10504,14871424,2018-10-25 02:50:17,500,2017,8,25,3,20.0
10505,14871424,2018-03-03 19:13:41,500,2017,1,1,1,20.0
10506,14871424,2018-03-05 00:39:06,500,2017,1,3,2,20.0
10507,14871424,2018-09-02 01:44:23,500,2017,7,3,3,20.0
10508,14871424,2018-09-07 05:38:00,500,2017,7,8,4,20.0
10509,14871424,2018-09-08 02:01:08,500,2017,7,9,3,20.0
10510,14871424,2018-09-12 02:47:19,500,2017,7,13,1,20.0
10511,14871424,2018-09-16 23:57:45,500,2017,7,17,1,20.0
10512,14871424,2018-09-18 03:07:48,500,2017,7,19,3,20.0
10578,15231888,2018-06-24 03:48:06,150,2017,4,24,1,6.0
10579,15231888,2018-06-25 16:15:05,150,2017,4,25,5,6.0
10580,15231888,2018-06-26 03:32:20,150,2017,4,26,4,6.0
10584,15231888,2018-05-22 16:01:33,150,2017,3,22,4,6.0
10589,15231888,2018-06-22 06:02:30,150,2017,4,22,6,6.0
10595,15231888,2018-05-22 16:01:23,150,2017,3,22,2,6.0
10609,15231888,2018-10-28 02:36:02,500,2017,8,28,5,20.0
10626,24246368,2019-03-13 01:49:30,150,2018,1,11,6,6.0
10627,24246368,2019-03-14 00:31:42,50,2018,1,12,3,2.0
10628,24246368,2019-03-14 00:32:45,50,2018,1,12,3,2.0
10629,24246368,2019-03-14 21:06:59,50,2018,1,12,1,2.0
10630,24246368,2019-04-02 01:52:17,150,2018,1,31,3,6.0
10631,24246368,2019-04-09 20:04:27,50,2018,2,7,3,2.0
10632,24246368,2019-10-29 03:07:17,50,2018,8,29,2,2.0
10633,24246368,2019-10-29 03:08:22,50,2018,8,29,2,2.0
10634,24246368,2019-09-22 04:33:50,300,2018,7,23,3,12.0
10635,24246368,2019-09-22 12:00:34,150,2018,7,23,4,6.0
10636,24246368,2019-09-23 03:04:11,150,2018,7,24,1,6.0
10637,24246368,2019-10-10 01:39:47,150,2018,8,10,2,6.0
10638,24246368,2019-10-10 04:29:31,150,2018,8,10,1,6.0
10639,24246368,2019-10-25 03:57:27,50,2018,8,25,4,2.0
10640,24246368,2019-11-16 02:36:19,150,2018,9,16,3,6.0
10641,24246368,2019-10-07 04:27:20,50,2018,8,7,4,2.0
10642,24246368,2019-10-07 04:29:32,150,2018,8,7,1,6.0
10643,24246368,2019-10-08 01:38:32,150,2018,8,8,3,6.0
10644,24246368,2019-10-18 02:25:55,150,2018,8,18,2,6.0
10645,24246368,2019-10-19 01:57:02,150,2018,8,19,5,6.0
10646,24246368,2019-10-31 03:47:01,150,2018,8,31,6,6.0
10647,24246368,2019-11-04 04:04:54,50,2018,9,4,2,2.0
10648,24246368,2019-11-04 04:06:09,50,2018,9,4,2,2.0
10649,24246368,2019-11-04 04:29:52,50,2018,9,4,3,2.0
10650,24246368,2019-11-04 04:31:23,50,2018,9,4,4,2.0
10651,24246368,2019-11-12 02:45:11,150,2018,9,12,2,6.0
10652,24246368,2019-02-11 16:41:56,150,2017,12,12,1,6.0
10653,24246368,2019-02-15 08:56:44,300,2017,12,16,1,12.0
10654,24246368,2019-02-21 03:25:42,350,2017,12,22,2,14.0
10655,24246368,2019-09-28 04:03:38,90,2018,7,29,4,3.6
10656,24246368,2019-09-29 03:13:30,150,2018,7,30,6,6.0
10657,24246368,2019-09-24 02:47:42,150,2018,7,25,5,6.0
10661,5957824,2018-08-12 17:15:31,500,2017,6,12,1,20.0
10662,5957824,2018-08-26 19:28:02,300,2017,6,26,5,12.0
10663,5957824,2018-08-27 17:06:30,500,2017,6,27,4,20.0
10686,5957824,2019-05-11 16:42:04,450,2018,3,11,3,18.0
10689,5957824,2019-03-22 01:50:09,500,2018,1,20,3,20.0
10692,5957824,2019-05-10 23:01:50,450,2018,3,10,4,18.0
10693,5957824,2019-05-10 23:03:10,450,2018,3,10,5,18.0
10694,5957824,2019-05-10 23:03:51,450,2018,3,10,6,18.0
10695,5957824,2019-05-10 23:04:34,450,2018,3,10,1,18.0
10696,5957824,2019-05-10 23:05:11,450,2018,3,10,3,18.0
10697,5957824,2019-05-10 23:05:56,450,2018,3,10,3,18.0
10698,5957824,2019-05-10 23:03:10,450,2018,3,10,4,18.0
10699,5957824,2019-05-10 23:03:51,450,2018,3,10,6,18.0
10700,5957824,2019-05-10 23:04:34,450,2018,3,10,6,18.0
10701,5957824,2019-05-10 23:05:11,450,2018,3,10,5,18.0
10702,5957824,2019-05-10 23:05:56,450,2018,3,10,2,18.0
10703,5957824,2019-05-10 23:00:08,450,2018,3,10,4,18.0
10707,5957824,2019-01-26 21:22:52,300,2017,11,26,5,12.0
10708,5957824,2019-05-10 23:00:08,450,2018,3,10,4,18.0
10709,5957824,2019-05-10 23:01:50,450,2018,3,10,4,18.0
10710,5957824,2019-01-14 02:21:03,500,2017,11,14,3,20.0
10721,5957824,2019-03-07 20:04:02,300,2018,1,5,6,12.0
10724,5957824,2018-11-30 03:18:34,300,2017,9,30,5,12.0
10726,5957824,2018-12-02 21:16:17,500,2017,10,2,2,20.0
10759,5957824,2018-03-12 01:52:46,500,2017,1,10,2,20.0
10762,5957824,2018-03-24 16:29:24,300,2017,1,22,2,12.0
10770,34613472,2018-03-23 21:58:17,300,2017,1,21,1,12.0
10771,34613472,2018-03-24 00:48:44,150,2017,1,22,5,6.0
10772,34613472,2018-03-25 20:38:27,300,2017,1,23,6,12.0
10773,34613472,2018-05-12 22:34:20,400,2017,3,12,2,16.0
10774,34613472,2018-05-13 15:44:31,500,2017,3,13,4,20.0
10775,34613472,2019-10-30 14:59:51,50,2018,8,30,2,2.0
10778,34613472,2019-09-11 23:30:51,400,2018,7,12,4,16.0
10779,34613472,2019-09-11 23:31:31,150,2018,7,12,3,6.0
10780,34613472,2019-07-26 04:21:38,400,2018,5,26,1,16.0
10782,34613472,2019-01-07 06:36:25,500,2017,11,7,4,20.0
10783,34613472,2019-07-04 05:03:22,150,2018,5,4,5,6.0
10785,34613472,2019-05-19 23:22:52,400,2018,3,19,1,16.0
10786,34613472,2019-10-30 14:58:47,50,2018,8,30,5,2.0
10790,34613472,2019-04-30 02:35:53,300,2018,2,28,1,12.0
10791,34613472,2019-05-11 02:15:19,300,2018,3,11,2,12.0
10792,34613472,2019-05-11 02:15:19,300,2018,3,11,1,12.0
10795,34613472,2018-03-16 00:50:13,350,2017,1,14,5,14.0
10799,34613472,2018-06-22 00:43:31,500,2017,4,22,5,20.0
10800,34613472,2019-02-12 02:05:04,500,2017,12,13,1,20.0
10801,34613472,2018-12-30 02:35:05,300,2017,10,30,6,12.0
10802,34613472,2018-12-30 02:35:46,500,2017,10,30,5,20.0
10803,34613472,2018-12-30 03:48:29,300,2017,10,30,5,12.0
10805,34613472,2018-05-16 23:27:15,500,2017,3,16,2,20.0
10806,34613472,2018-05-23 10:44:54,500,2017,3,23,1,20.0
10807,34613472,2018-05-26 06:51:04,150,2017,3,26,5,6.0
10813,34630544,2018-08-05 15:08:51,500,2017,6,5,2,20.0
10816,34630544,2018-08-18 05:25:19,500,2017,6,18,3,20.0
10817,34630544,2018-07-21 06:54:35,500,2017,5,21,3,20.0
10818,34630544,2019-09-05 23:28:35,150,2018,7,6,2,6.0
10819,34630544,2019-09-05 23:30:02,150,2018,7,6,4,6.0
10826,34630544,2018-07-11 09:08:49,500,2017,5,11,6,20.0
10827,34630544,2018-11-30 05:37:50,300,2017,9,30,5,12.0
10833,34630544,2018-06-03 03:51:43,400,2017,4,3,2,16.0
10834,34630544,2018-06-26 20:15:12,500,2017,4,26,4,20.0
10838,34630544,2018-04-15 01:18:32,300,2017,2,13,4,12.0
10839,34630544,2018-04-23 00:30:27,500,2017,2,21,2,20.0
10843,34630544,2018-04-06 16:49:49,150,2017,2,4,5,6.0
10847,34630544,2018-11-05 22:11:21,500,2017,9,5,4,20.0
10848,34630544,2018-11-06 09:02:09,500,2017,9,6,6,20.0
10850,34630544,2018-03-10 07:57:58,150,2017,1,8,1,6.0
10852,34630544,2018-11-15 19:51:13,500,2017,9,15,4,20.0
10855,34630544,2018-10-24 04:05:53,500,2017,8,24,3,20.0
10856,34630544,2018-10-27 16:52:56,500,2017,8,27,4,20.0
10859,34630544,2018-08-31 05:42:45,300,2017,7,1,4,12.0
10875,43852048,2018-06-25 01:56:42,150,2017,4,25,3,6.0
10881,43983232,2019-10-10 03:08:17,90,2018,8,10,4,3.6
10883,43983232,2019-10-11 23:31:30,25,2018,8,11,4,1.0
10885,43983232,2019-10-12 09:53:56,60,2018,8,12,2,2.4
10888,43983232,2019-10-14 07:58:36,90,2018,8,14,1,3.6
10897,4232400,2019-09-15 02:56:07,50,2018,7,16,5,2.0
10903,4232400,2019-07-17 03:07:37,50,2018,5,17,3,2.0
10909,16837168,2018-08-16 00:42:02,500,2017,6,16,5,20.0
10910,16837168,2019-01-24 07:35:58,500,2017,11,24,6,20.0
10918,16837168,2018-11-07 17:37:08,500,2017,9,7,2,20.0
10919,16837168,2019-06-17 07:36:32,500,2018,4,17,6,20.0
10941,16837168,2019-04-05 04:54:50,500,2018,2,3,6,20.0
10944,16837168,2019-01-16 08:27:21,500,2017,11,16,1,20.0
10947,16837168,2019-01-17 03:27:13,500,2017,11,17,3,20.0
10971,16837168,2018-12-03 07:17:49,500,2017,10,3,5,20.0
10980,16837168,2018-06-18 09:02:56,500,2017,4,18,4,20.0
10981,16837168,2018-06-24 08:09:51,500,2017,4,24,1,20.0
10992,16837168,2018-05-01 04:35:59,500,2017,3,1,6,20.0
11002,16837168,2018-04-14 04:49:48,500,2017,2,12,6,20.0
11004,16837168,2018-03-27 05:43:38,500,2017,1,25,6,20.0
11065,45262889,2018-12-08 08:56:07,500,2017,10,8,1,20.0
11086,25440400,2018-12-03 05:09:21,500,2017,10,3,4,20.0
11090,25970896,2018-12-12 01:27:33,25,2017,10,12,2,1.0
11091,25970896,2019-10-03 03:12:51,500,2018,8,3,4,20.0
11092,25970896,2019-11-01 07:45:42,500,2018,9,1,1,20.0
11093,43734064,2018-08-29 03:37:58,300,2017,6,29,2,12.0
11096,43734064,2018-09-11 05:22:23,500,2017,7,12,2,20.0
11097,43734064,2018-09-23 00:29:33,500,2017,7,24,1,20.0
11098,43734064,2018-10-03 03:22:36,500,2017,8,3,6,20.0
11099,43734064,2019-08-21 07:35:07,500,2018,6,21,2,20.0
11100,43734064,2019-04-23 07:29:27,500,2018,2,21,4,20.0
11101,43734064,2019-04-27 06:33:59,500,2018,2,25,4,20.0
11102,43734064,2019-09-03 06:12:44,500,2018,7,4,1,20.0
11105,43734064,2019-05-10 05:21:16,300,2018,3,10,2,12.0
11106,43734064,2019-05-10 05:21:16,300,2018,3,10,1,12.0
11107,43734064,2019-03-16 03:47:18,500,2018,1,14,2,20.0
11108,43734064,2019-06-30 07:34:47,500,2018,4,30,2,20.0
11109,43734064,2019-06-07 21:56:18,300,2018,4,7,2,12.0
11110,43734064,2018-07-14 22:45:35,150,2017,5,14,6,6.0
11113,43734064,2019-02-14 05:50:42,300,2017,12,15,2,12.0
11114,43734064,2019-02-15 05:56:32,500,2017,12,16,3,20.0
11115,43734064,2019-01-02 04:25:33,500,2017,11,2,4,20.0
11116,43734064,2018-05-22 07:26:19,300,2017,3,22,1,12.0
11118,43734064,2018-06-17 20:45:27,300,2017,4,17,1,12.0
11119,43734064,2018-06-20 04:19:26,150,2017,4,20,2,6.0
11121,43734064,2018-07-13 23:48:00,500,2017,5,13,6,20.0
11122,43734064,2018-10-05 01:45:39,500,2017,8,5,5,20.0
11123,43734064,2018-03-13 22:40:33,500,2017,1,11,2,20.0
11124,43734064,2018-11-18 04:02:49,500,2017,9,18,6,20.0
11125,43734064,2018-03-31 06:43:41,500,2017,1,29,4,20.0
11126,43734064,2018-05-03 19:36:40,500,2017,3,3,6,20.0
11127,43734064,2018-05-04 03:29:03,500,2017,3,4,3,20.0
11128,43781328,2019-08-12 15:38:48,150,2018,6,12,2,6.0
11129,43781328,2019-08-13 15:05:33,150,2018,6,13,2,6.0
11130,43781328,2019-08-16 01:22:21,150,2018,6,16,5,6.0
11131,43781328,2019-09-28 14:40:13,500,2018,7,29,2,20.0
11132,43781328,2019-08-17 15:36:25,500,2018,6,17,4,20.0
11133,43781328,2019-08-22 14:53:47,150,2018,6,22,1,6.0
11134,43781328,2019-09-21 14:41:19,500,2018,7,22,4,20.0
11135,43781328,2019-09-07 14:16:49,500,2018,7,8,6,20.0
11136,43781328,2019-10-12 14:54:45,500,2018,8,12,4,20.0
11137,43781328,2019-08-22 20:25:58,150,2018,6,22,1,6.0
11138,43781328,2019-08-24 15:01:39,150,2018,6,24,4,6.0
11139,43781328,2019-10-04 14:49:37,400,2018,8,4,3,16.0
11140,43781328,2019-10-04 14:50:59,150,2018,8,4,2,6.0
11141,43781328,2019-10-05 14:40:49,500,2018,8,5,3,20.0
11142,43781328,2019-09-01 14:42:18,500,2018,7,2,5,20.0
11143,4375168,2018-07-24 06:57:12,500,2017,5,24,4,20.0
11144,4375168,2018-07-24 07:00:03,50,2017,5,24,3,2.0
11145,4375168,2018-07-24 07:01:03,50,2017,5,24,1,2.0
11146,4375168,2018-10-15 06:59:56,500,2017,8,15,1,20.0
11148,4375168,2018-04-15 06:47:30,150,2017,2,13,4,6.0
11150,4375168,2019-05-22 00:10:06,150,2018,3,22,4,6.0
11151,4375168,2019-11-27 14:30:57,150,2018,9,27,4,6.0
11152,4375168,2019-04-21 07:35:59,150,2018,2,19,6,6.0
11154,4375168,2018-07-06 22:53:22,50,2017,5,6,4,2.0
11155,4375168,2018-07-06 22:54:32,50,2017,5,6,6,2.0
11156,4375168,2018-07-12 07:10:27,150,2017,5,12,6,6.0
11158,4375168,2019-05-03 07:30:29,300,2018,3,3,3,12.0
11159,4375168,2019-05-03 07:30:29,300,2018,3,3,6,12.0
11161,4375168,2018-04-29 18:57:49,500,2017,2,27,5,20.0
11179,42065344,2019-04-13 07:36:43,150,2018,2,11,2,6.0
11180,42065344,2019-09-07 05:26:00,300,2018,7,8,4,12.0
11181,42065344,2019-09-07 05:26:42,300,2018,7,8,6,12.0
11182,42065344,2019-10-04 23:51:40,300,2018,8,4,6,12.0
11183,42065344,2019-08-21 07:10:49,300,2018,6,21,1,12.0
11184,42065344,2019-02-18 07:54:36,300,2017,12,19,3,12.0
11185,42065344,2019-08-07 07:16:19,300,2018,6,7,1,12.0
11186,42065344,2019-01-04 21:32:03,150,2017,11,4,1,6.0
11187,42065344,2019-01-04 21:32:54,50,2017,11,4,2,2.0
11188,42065344,2018-12-18 21:33:25,150,2017,10,18,5,6.0
11189,42065344,2018-03-17 05:42:34,300,2017,1,15,5,12.0
11190,42065344,2019-05-10 19:57:18,300,2018,3,10,2,12.0
11191,42065344,2019-04-06 23:45:16,300,2018,2,4,4,12.0
11192,42065344,2019-05-10 19:57:18,300,2018,3,10,1,12.0
11193,42065344,2019-06-04 06:01:58,150,2018,4,4,4,6.0
11194,42065344,2019-03-19 10:22:51,300,2018,1,17,3,12.0
11195,42065344,2018-11-24 00:23:59,150,2017,9,24,1,6.0
11196,42065344,2018-04-27 23:03:12,150,2017,2,25,6,6.0
11197,42065344,2018-05-04 05:41:20,350,2017,3,4,1,14.0
11198,42065344,2018-06-30 23:43:39,300,2017,4,30,6,12.0
11199,42065344,2018-07-07 11:12:21,300,2017,5,7,6,12.0
11200,42065344,2019-01-02 23:48:06,150,2017,11,2,4,6.0
11204,45274815,2018-10-17 08:48:00,200,2017,8,17,3,8.0
11206,45274815,2019-10-13 02:41:51,500,2018,8,13,1,20.0
11216,45274815,2019-04-29 07:03:18,50,2018,2,27,3,2.0
11217,45274815,2019-04-29 07:04:26,50,2018,2,27,3,2.0
11219,45274815,2019-07-04 07:02:18,500,2018,5,4,3,20.0
11220,45274815,2019-07-04 07:13:30,25,2018,5,4,2,1.0
11223,45274815,2019-05-21 23:13:34,600,2018,3,21,6,24.0
11230,45274815,2019-06-20 10:31:34,25,2018,4,20,3,1.0
11231,45274815,2019-06-22 15:11:00,25,2018,4,22,2,1.0
11233,45274815,2019-07-03 10:04:37,25,2018,5,3,1,1.0
11237,45274815,2019-06-19 12:08:29,25,2018,4,19,3,1.0
11240,45274815,2019-06-20 10:25:47,25,2018,4,20,5,1.0
11247,45274815,2019-06-19 11:33:58,25,2018,4,19,2,1.0
11248,45274815,2018-12-14 08:33:40,350,2017,10,14,6,14.0
11254,10913120,2019-11-08 12:12:36,450,2018,9,8,4,18.0
11255,45275352,2018-10-10 05:45:55,500,2017,8,10,2,20.0
11257,45275352,2018-04-03 11:03:19,500,2017,2,1,3,20.0
11259,45275352,2019-03-04 01:55:29,300,2018,1,2,4,12.0
11262,10884256,2019-10-04 21:48:52,25,2018,8,4,2,1.0
11263,13191280,2019-08-10 04:59:52,750,2018,6,10,2,30.0
11264,13191280,2019-10-08 08:39:24,150,2018,8,8,5,6.0
11265,30215248,2018-07-28 04:35:19,500,2017,5,28,6,20.0
11266,30215248,2018-08-30 05:12:19,500,2017,6,30,6,20.0
11267,30215248,2018-09-25 02:50:41,500,2017,7,26,5,20.0
11268,30215248,2018-10-21 23:38:27,500,2017,8,21,4,20.0
11270,30215248,2018-12-04 17:57:06,500,2017,10,4,2,20.0
11272,30215248,2019-10-12 23:03:08,500,2018,8,12,6,20.0
